Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
503,40969,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,50,90,60,140,84,632,126,27,68,210,58
541,40969,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,50,90,60,140,89,481,125,27,74,214,51
503,40969,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,60,90,30,150,52,421,73,47,-3,125,76
503,40969,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,70,110,60,180,62,385,87,20,24,149,63
253,40969,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,40,60,40,100,49,611,63,16,35,112,28
253,40969,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,50,60,20,110,54,301,66,20,12,120,54
425,40969,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,60,80,50,140,71,950,84,22,40,155,44
206,40969,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,110,170,70,280,95,532,132,86,16,227,116
206,40969,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,100,170,120,270,123,932,186,40,115,309,71
360,40969,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,20,50,50,70,33,768,49,9,29,82,20
206,40969,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,40,70,40,110,62,346,105,19,62,167,43
253,40969,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,30,50,30,80,52,376,77,16,38,129,39
206,40969,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,40,60,10,100,63,506,87,57,0,150,87
206,40969,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,70,110,80,180,61,325,89,19,48,150,41
720,41000,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,90,140,110,230,91,777,132,25,96,223,36
970,41000,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,80,100,70,180,78,593,100,25,63,178,37
303,41000,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,60,20,100,54,337,67,20,13,121,54
719,41000,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,50,70,40,120,63,965,75,19,34,138,41
303,41000,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,60,40,90,46,608,60,15,32,106,28
720,41000,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,90,140,110,230,81,460,117,22,84,198,33
719,41000,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,70,130,80,200,68,559,102,22,48,170,54
303,41000,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,100,150,120,250,100,822,145,28,105,245,40
303,41000,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,130,150,100,280,162,1091,163,45,94,325,69
719,41000,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,20,110,52,433,73,47,-4,125,77
719,41000,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,70,40,110,55,336,74,18,29,129,45
217,41000,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,200,270,170,470,191,865,265,63,156,456,109
815,41000,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,60,110,80,170,81,460,117,22,83,198,34
630,41000,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,50,90,40,140,68,559,102,22,49,170,53
217,41000,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,290,400,280,690,252,1316,335,83,220,587,115
217,41000,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,270,290,200,560,239,1464,239,66,149,478,90
309,41000,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,130,180,130,310,123,611,178,39,116,301,62
224,41000,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,70,120,100,190,91,777,132,25,95,223,37
224,41000,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,60,90,60,150,78,593,100,25,62,178,38
618,41000,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,130,110,210,100,822,145,28,106,245,39
515,41000,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,20,10,40,19,820,28,5,11,47,17
319,41000,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,200,220,140,420,239,1464,239,66,148,478,91
515,41000,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,220,280,160,500,260,1423,318,98,186,578,132
563,41000,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,10,40,30,50,17,776,26,4,10,43,16
712,41000,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,688,43,0,32,43,11
515,41000,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,20,40,20,60,28,964,33,8,3,61,30
319,41000,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,21,614,28,6,9,49,19
563,41000,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,210,300,210,510,252,1316,335,83,220,587,115
319,41000,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,100,160,120,260,123,611,178,39,115,301,63
636,41000,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,40,10,70,37,195,51,12,11,88,40
314,41000,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,30,-10,50,29,169,36,11,-9,65,45
573,41000,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,30,-10,60,35,197,44,13,-2,79,46
660,41000,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,80,60,130,47,821,68,13,43,115,25
573,41000,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,50,80,60,130,45,777,67,12,44,112,23
573,41000,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,80,100,50,180,80,494,98,30,35,178,63
660,41000,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,80,90,50,170,76,965,91,23,47,167,44
314,41000,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,30,60,10,90,44,261,63,40,-6,107,69
660,41000,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,70,40,10,110,93,840,40,28,-12,133,52
740,41000,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,70,120,70,190,88,653,134,29,73,222,61
937,41000,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,90,140,90,230,112,502,155,34,97,267,58
567,41000,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,180,200,130,380,162,1091,163,45,93,325,70
419,41000,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,60,80,30,140,54,337,67,20,13,121,54
740,41000,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,50,80,50,130,55,336,74,18,28,129,46
513,41000,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,40,70,40,110,43,363,64,13,27,107,37
513,41000,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,50,80,20,130,52,433,73,47,-3,125,76
216,41000,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,21,454,32,5,16,53,16
614,41000,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,40,40,60,30,820,45,8,26,75,19
262,41000,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,70,40,100,46,388,68,14,31,114,37
414,41000,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,50,80,10,130,63,521,87,57,1,150,86
715,41000,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,80,90,50,170,69,965,82,21,39,151,43
715,41000,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,70,50,120,45,605,58,14,32,103,26
920,41000,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,70,20,130,57,313,70,21,16,127,54
715,41000,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,100,130,30,230,95,554,132,86,17,227,115
414,41000,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,120,80,200,83,433,112,27,58,195,54
262,41000,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,40,70,50,110,49,342,84,15,46,133,38
608,41000,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,40,60,50,100,49,779,72,13,47,121,25
203,41000,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,40,80,60,120,47,821,68,13,43,115,25
475,41000,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,40,30,60,25,775,37,7,18,62,19
860,41000,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,60,80,10,140,63,521,87,57,0,150,87
475,41000,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,40,70,40,110,51,311,68,16,24,119,44
203,41000,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,110,160,110,270,116,962,176,38,107,292,69
959,41000,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,60,70,30,130,80,494,98,30,34,178,64
860,41000,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,50,80,60,130,76,965,91,23,46,167,45
904,41000,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,30,60,50,90,34,821,51,9,30,85,21
754,41000,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,50,80,60,130,49,779,72,13,47,121,25
786,41000,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,90,130,30,220,95,554,132,86,17,227,115
904,41000,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,70,120,80,190,83,433,112,27,58,195,54
305,41000,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,80,130,90,210,88,653,134,29,73,222,61
561,41000,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,100,150,100,250,112,502,155,34,98,267,57
305,41000,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,50,30,80,45,605,58,14,31,103,27
305,41000,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,50,20,90,57,313,70,21,15,127,55
754,41000,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,50,60,40,110,69,965,82,21,39,151,43
781,41000,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,30,50,40,80,30,820,45,8,26,75,19
781,41000,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,20,30,20,50,21,454,32,5,16,53,16
617,41000,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,40,70,10,110,52,458,65,47,-12,117,77
351,41000,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,150,160,100,310,162,1091,163,45,94,325,69
774,41000,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,60,430,400,490,68,-348,451,22,397,519,54
508,41000,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,40,50,20,90,54,337,67,20,13,121,54
603,41000,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,20,30,20,50,19,820,28,5,12,47,16
603,41000,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,688,43,0,32,43,11
603,41000,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,40,60,10,100,44,261,63,40,-6,107,69
603,41000,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,20,40,0,60,29,169,36,11,-9,65,45
603,41000,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,40,70,40,110,49,241,72,15,33,121,39
603,41000,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,40,70,40,110,50,372,75,16,27,125,48
603,41000,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,40,10,60,35,197,44,13,-3,79,47
585,41000,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,100,160,130,260,100,822,145,28,105,245,40
631,41000,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,90,150,120,240,91,777,132,25,95,223,37
212,41000,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,80,130,100,210,81,460,117,22,83,198,34
914,41000,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,120,-60,-190,60,125,1382,-59,113,-205,66,146
516,41000,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,220,330,250,550,239,1262,325,66,235,564,90
631,41000,East,Major Market,Colombian,Beans,Coffee,New York,Regular,270,400,280,670,284,2108,428,99,276,712,152
631,41000,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,190,300,200,490,260,1558,378,98,247,638,131
718,41000,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,150,-10,-70,140,209,1811,-20,64,-105,189,85
985,41000,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,50,70,0,120,63,37,87,57,1,150,86
225,41000,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,40,70,50,110,49,342,84,15,45,133,39
225,41000,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,60,40,90,46,388,68,14,31,114,37
985,41000,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,40,70,50,110,52,605,67,17,38,119,29
337,41000,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,70,100,50,170,80,494,98,30,35,178,63
504,41000,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,40,60,50,100,35,776,51,9,30,86,21
318,41000,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,60,90,70,150,49,779,72,13,48,121,24
505,41000,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,20,30,0,50,29,-39,36,11,-9,65,45
505,41000,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,30,60,10,90,44,261,63,40,-6,107,69
505,41000,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,40,10,70,37,195,51,12,12,88,39
505,41000,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,10,30,20,40,19,820,28,5,12,47,16
505,41000,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,20,30,10,50,28,964,33,8,3,61,30
505,41000,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,60,90,50,150,50,372,75,16,27,125,48
505,41000,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,110,50,10,160,93,840,40,28,-11,133,51
580,41000,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,70,120,80,190,88,653,134,29,74,222,60
918,41000,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,90,130,90,220,112,-120,155,34,98,267,57
580,41000,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,30,30,40,21,454,32,5,16,53,16
580,41000,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,70,30,120,57,313,70,21,15,127,55
405,41000,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,90,130,30,220,95,554,132,86,16,227,116
405,41000,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,50,80,60,130,46,608,60,15,33,106,27
405,41000,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,30,60,50,90,30,820,45,8,25,75,20
956,41000,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,60,110,90,170,81,460,117,22,84,198,33
832,41000,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,50,90,50,140,68,9,102,22,48,170,54
325,41000,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,70,120,100,190,91,777,132,25,96,223,36
817,41000,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,50,70,40,120,55,336,74,18,28,129,46
325,41000,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,40,60,30,100,43,363,64,13,27,107,37
832,41000,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,260,310,230,570,209,969,247,64,161,456,86
903,41000,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,90,130,100,220,78,593,100,25,63,178,37
801,41000,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,40,70,50,110,52,605,67,17,37,119,30
435,41000,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,40,70,50,110,47,821,68,13,43,115,25
435,41000,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,40,60,40,100,45,777,67,12,43,112,24
435,41000,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,90,110,70,200,76,965,91,23,47,167,44
435,41000,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,60,80,50,140,51,311,68,16,25,119,43
435,41000,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,100,120,70,220,80,494,98,30,34,178,64
435,41000,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,40,60,30,100,49,241,72,15,34,121,38
435,41000,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,40,70,40,110,50,372,75,16,28,125,47
435,41000,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,70,40,0,110,93,840,40,28,-11,133,51
435,41000,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,20,50,10,70,44,261,63,40,-6,107,69
435,41000,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,30,10,50,37,195,51,12,11,88,40
435,41000,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,10,30,10,40,29,169,36,11,-8,65,44
925,41000,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,220,230,150,450,239,1464,239,66,148,478,91
805,41000,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,120,160,30,280,125,729,173,113,26,298,147
831,41000,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,240,320,220,560,252,1316,335,83,220,587,115
818,41000,West,Major Market,Amaretto,Beans,Coffee,California,Regular,150,-20,-70,130,123,964,-13,39,-76,110,63
209,41000,West,Major Market,Colombian,Beans,Coffee,California,Regular,350,540,400,890,284,2108,428,99,276,712,152
916,41000,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,240,-50,-150,190,191,1564,-32,63,-141,159,109
408,41000,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,80,130,110,210,100,822,145,28,106,245,39
707,41000,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,170,230,170,400,209,969,247,64,162,456,85
805,41000,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,60,90,60,150,78,593,100,25,62,178,38
805,41000,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,60,90,80,150,91,777,132,25,96,223,36
530,41000,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,50,80,70,130,81,460,117,22,83,198,34
415,41000,West,Major Market,Green Tea,Leaves,Tea,California,Regular,40,70,40,110,68,559,102,22,48,170,54
775,41000,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,688,43,0,32,43,11
702,41000,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,10,30,20,40,19,820,28,5,11,47,17
775,41000,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,30,20,40,17,776,26,4,10,43,16
775,41000,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,50,10,90,35,197,44,13,-2,79,46
775,41000,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,30,40,20,70,28,964,33,8,4,61,29
775,41000,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,100,160,50,260,125,729,173,113,27,298,146
775,41000,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,160,240,160,400,191,865,265,63,156,456,109
702,41000,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,100,160,110,260,123,611,178,39,115,301,63
702,41000,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,160,230,160,390,252,1316,335,83,219,587,116
775,41000,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,150,170,110,320,239,1464,239,66,149,478,90
702,41000,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,170,-170,-250,0,260,3049,-260,98,-365,26,131
541,41000,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,50,60,20,110,54,337,67,20,13,121,54
971,41000,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,50,70,40,120,55,336,74,18,28,129,46
503,41000,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,150,160,100,310,162,1091,163,45,93,325,70
971,41000,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,60,90,30,150,52,433,73,47,-3,125,76
503,41000,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,60,80,30,140,49,399,70,16,8,119,62
971,41000,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,30,40,40,70,35,777,52,9,31,87,21
971,41000,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,30,60,40,90,46,608,60,15,32,106,28
503,41000,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,10,20,20,30,21,454,32,5,15,53,17
541,41000,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,50,100,70,150,88,653,134,29,73,222,61
971,41000,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,70,110,70,180,112,502,155,34,98,267,57
503,41000,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,50,80,50,130,43,363,64,13,28,107,36
206,41000,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,40,50,30,90,45,605,58,14,32,103,26
253,41000,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,50,70,30,120,57,313,70,21,15,127,55
206,41000,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,60,80,60,140,69,965,82,21,39,151,43
509,41000,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,80,130,90,210,69,340,100,22,54,169,46
253,41000,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,90,160,110,250,116,962,176,38,106,292,70
509,41000,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,30,40,40,70,35,776,51,9,30,86,21
253,41000,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,30,60,40,90,49,342,84,15,45,133,39
253,41000,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,30,40,20,70,46,388,68,14,30,114,38
253,41000,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,40,60,10,100,63,521,87,57,0,150,87
206,41000,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,110,170,70,280,95,554,132,86,17,227,115
720,41030,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,110,150,120,260,104,821,152,29,111,256,41
303,41030,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,80,110,80,190,83,584,107,27,68,190,39
720,41030,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,60,20,100,53,361,65,20,12,118,53
303,41030,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,60,30,100,56,992,66,17,27,122,39
719,41030,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,50,30,80,43,602,56,14,30,99,26
303,41030,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,90,150,120,240,86,499,124,24,88,210,36
303,41030,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,70,110,60,180,64,593,96,21,44,160,52
720,41030,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,110,150,120,260,104,871,152,29,112,256,40
970,41030,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,140,90,260,149,1156,149,41,83,298,66
720,41030,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,10,110,53,458,75,48,-3,128,78
719,41030,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,60,30,100,52,361,71,17,26,123,45
630,41030,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,200,280,180,480,195,956,270,64,161,465,109
847,41030,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,70,110,80,180,86,499,124,24,88,210,36
815,41030,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,50,90,50,140,64,593,96,21,44,160,52
773,41030,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,300,420,300,720,263,1433,349,86,230,612,119
630,41030,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,300,310,210,610,260,1559,261,72,165,521,96
618,41030,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,130,190,140,320,127,671,185,40,122,312,63
773,41030,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,80,140,120,220,104,821,152,29,112,256,40
217,41030,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,90,60,160,83,584,107,27,68,190,39
773,41030,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,140,120,220,104,871,152,29,112,256,40
712,41030,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,30,20,50,20,829,29,5,12,49,17
712,41030,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,220,230,150,450,260,1559,261,72,165,521,96
563,41030,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,220,290,170,510,265,1538,324,100,190,589,134
319,41030,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,30,20,50,20,784,29,5,12,49,17
515,41030,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,645,43,0,31,43,12
515,41030,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,30,40,20,70,31,976,37,9,7,68,30
515,41030,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,22,611,30,7,11,52,19
563,41030,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,220,310,220,530,263,1433,349,86,231,612,118
515,41030,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,100,170,130,270,127,671,185,40,122,312,63
314,41030,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,50,20,80,39,212,53,12,14,92,39
314,41030,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,40,0,60,34,182,42,12,-4,76,46
573,41030,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,40,0,70,36,212,45,13,-2,81,47
636,41030,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,70,50,120,44,844,65,12,41,109,24
816,41030,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,40,70,50,110,39,799,58,10,36,97,22
573,41030,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,80,100,50,180,77,529,96,29,33,173,63
660,41030,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,70,80,40,150,68,998,80,21,38,148,42
